Lambda,D_rot,score
100000.0,0.001,0.9909
100000.0,0.001,0.9916
100000.0,0.001,0.991
100000.0,0.001,0.9918
100000.0,0.001,0.9908
100000.0,0.001,0.9912
100000.0,0.001,0.9911
100000.0,0.001,0.9911
100000.0,0.001,0.9903
100000.0,0.001,0.9916
100000.0,0.001,0.9909
100000.0,0.001,0.9909
100000.0,0.001,0.9902
1000000.0,0.001,0.993
1000000.0,0.001,0.9935
1000000.0,0.001,0.9935
1000000.0,0.001,0.9934
1000000.0,0.001,0.9932
1000000.0,0.001,0.9932
1000000.0,0.001,0.9926
1000000.0,0.001,0.9932
1000000.0,0.001,0.994
1000000.0,0.001,0.9933
1000000.0,0.001,0.9937
1000000.0,0.001,0.9935
1000000.0,0.001,0.9934
1000000.0,0.001,0.9935
1000000.0,0.001,0.9941
1000000.0,0.001,0.9929
1000000.0,0.001,0.9931
1000000.0,0.001,0.993
1000000.0,0.001,0.9937
1000000.0,0.001,0.9927
1000000.0,0.001,0.994
1000000.0,0.001,0.9938
1000000.0,0.001,0.993
1000000.0,0.001,0.9936
1000000.0,0.001,0.9936
1000000.0,0.001,0.9942
1000000.0,0.001,0.9928
1000000.0,0.001,0.9925
1000000.0,0.001,0.9936
1000000.0,0.001,0.9935
1000000.0,0.001,0.9931
1000000.0,0.001,0.9931
1000000.0,0.001,0.9934
1000000.0,0.001,0.9933
1000000.0,0.001,0.9933
1000000.0,0.001,0.9937
1000000.0,0.001,0.9933
1000000.0,0.001,0.9935
1000000.0,0.001,0.9934
1000000.0,0.001,0.9925
1000000.0,0.001,0.9934
1000000.0,0.001,0.993
1000000.0,0.001,0.9936
1000000.0,0.001,0.993
1000000.0,0.001,0.9928
1000000.0,0.001,0.9935
1000000.0,0.001,0.9931
1000000.0,0.001,0.9932
1000000.0,0.001,0.9932
1000000.0,0.001,0.9939
1000000.0,0.001,0.9934
1000000.0,0.001,0.9941
1000000.0,0.001,0.9935
1000000.0,0.001,0.9932
1000000.0,0.001,0.9931
1000000.0,0.001,0.9938
1000000.0,0.001,0.9933
1000000.0,0.001,0.9928
1000000.0,0.001,0.9936
1000000.0,0.001,0.9934
1000000.0,0.001,0.9932
1000000.0,0.001,0.9942
1000000.0,0.001,0.9934
1000000.0,0.001,0.9937
1000000.0,0.001,0.9933
1000000.0,0.001,0.9936
1000000.0,0.001,0.9937
1000000.0,0.001,0.9939
1000000.0,0.001,0.9928
1000000.0,0.001,0.9928
1000000.0,0.001,0.9924
1000000.0,0.001,0.9932
1000000.0,0.001,0.9937
1000000.0,0.001,0.9936
1000000.0,0.001,0.9943
1000000.0,0.001,0.993
1000000.0,0.001,0.9933
1000000.0,0.001,0.9941
1000000.0,0.001,0.9933
1000000.0,0.001,0.9932
1000000.0,0.001,0.9942
1000000.0,0.001,0.9937
1000000.0,0.001,0.9928
1000000.0,0.001,0.9937
1000000.0,0.001,0.9935
1000000.0,0.001,0.9934
1000000.0,0.001,0.9932
1000000.0,0.001,0.9929
1000000.0,0.001,0.9931
1000000.0,0.001,0.9933
1000000.0,0.001,0.9933
1000000.0,0.001,0.9932
1000000.0,0.001,0.9927
1000000.0,0.001,0.9932
1000000.0,0.001,0.993
1000000.0,0.001,0.9932
1000000.0,0.001,0.9931
1000000.0,0.001,0.9937
1000000.0,0.001,0.9925
1000000.0,0.001,0.9929
10000000.0,0.001,0.9941
10000000.0,0.001,0.9941
10000000.0,0.001,0.9944
10000000.0,0.001,0.9945
10000000.0,0.001,0.9946
10000000.0,0.001,0.9939
10000000.0,0.001,0.9943
10000000.0,0.001,0.9945
10000000.0,0.001,0.9944
10000000.0,0.001,0.9944
10000000.0,0.001,0.994
10000000.0,0.001,0.9937
10000000.0,0.001,0.9941
10000000.0,0.001,0.9942
10000000.0,0.001,0.9943
10000000.0,0.001,0.9937
10000000.0,0.001,0.994
10000000.0,0.001,0.994
10000000.0,0.001,0.9939
10000000.0,0.001,0.9945
10000000.0,0.001,0.9943
10000000.0,0.001,0.9942
10000000.0,0.001,0.9949
10000000.0,0.001,0.9938
10000000.0,0.001,0.9942
10000000.0,0.001,0.9942
10000000.0,0.001,0.9947
10000000.0,0.001,0.9942
10000000.0,0.001,0.9944
10000000.0,0.001,0.9939
10000000.0,0.001,0.9946
10000000.0,0.001,0.994
10000000.0,0.001,0.9945
10000000.0,0.001,0.9941
10000000.0,0.001,0.9943
10000000.0,0.001,0.9944
10000000.0,0.001,0.9947
10000000.0,0.001,0.9943
10000000.0,0.001,0.9939
10000000.0,0.001,0.9942
10000000.0,0.001,0.994
10000000.0,0.001,0.9943
10000000.0,0.001,0.994
10000000.0,0.001,0.9938
10000000.0,0.001,0.9943
10000000.0,0.001,0.9944
10000000.0,0.001,0.9943
10000000.0,0.001,0.9942
10000000.0,0.001,0.9943
10000000.0,0.001,0.9939
10000000.0,0.001,0.9941
10000000.0,0.001,0.9946
10000000.0,0.001,0.9942
10000000.0,0.001,0.994
10000000.0,0.001,0.9942
10000000.0,0.001,0.9941
10000000.0,0.001,0.9943
10000000.0,0.001,0.9944
10000000.0,0.001,0.9946
10000000.0,0.001,0.9941
10000000.0,0.001,0.9937
10000000.0,0.001,0.9941
10000000.0,0.001,0.9944
10000000.0,0.001,0.9945
10000000.0,0.001,0.994
10000000.0,0.001,0.9943
10000000.0,0.001,0.9942
10000000.0,0.001,0.9944
10000000.0,0.001,0.9944
10000000.0,0.001,0.994
10000000.0,0.001,0.994
10000000.0,0.001,0.9943
10000000.0,0.001,0.9944
10000000.0,0.001,0.9936
10000000.0,0.001,0.9945
10000000.0,0.001,0.994
10000000.0,0.001,0.9942
10000000.0,0.001,0.9938
10000000.0,0.001,0.9942
10000000.0,0.001,0.9944
10000000.0,0.001,0.9942
10000000.0,0.001,0.9941
10000000.0,0.001,0.9943
10000000.0,0.001,0.9942
10000000.0,0.001,0.9938
10000000.0,0.001,0.9943
10000000.0,0.001,0.9945
10000000.0,0.001,0.9942
10000000.0,0.001,0.9947
10000000.0,0.001,0.994
10000000.0,0.001,0.9941
10000000.0,0.001,0.9944
10000000.0,0.001,0.9936
10000000.0,0.001,0.9941
10000000.0,0.001,0.9941
10000000.0,0.001,0.9943
10000000.0,0.001,0.9943
10000000.0,0.001,0.9944
10000000.0,0.001,0.9937
10000000.0,0.001,0.9943
1000.0,0.001,0.9648
1000.0,0.001,0.969
1000.0,0.001,0.9694
1000.0,0.001,0.9668
1000.0,0.001,0.966
1000.0,0.001,0.965
1000.0,0.001,0.9633
1000.0,0.001,0.969
1000.0,0.001,0.9647
1000.0,0.001,0.9639
1000.0,0.001,0.9669
1000.0,0.001,0.9663
1000.0,0.001,0.9648
1000.0,0.001,0.9668
1000.0,0.001,0.9652
1000.0,0.001,0.9682
1000.0,0.001,0.9639
1000.0,0.001,0.9675
1000.0,0.001,0.9684
1000.0,0.001,0.9688
1000.0,0.001,0.9675
1000.0,0.001,0.9624
1000.0,0.001,0.9666
1000.0,0.001,0.9671
1000.0,0.001,0.9665
1000.0,0.001,0.9653
1000.0,0.001,0.9675
1000.0,0.001,0.9702
1000.0,0.001,0.966
1000.0,0.001,0.9649
1000.0,0.001,0.9666
1000.0,0.001,0.9637
1000.0,0.001,0.9658
1000.0,0.001,0.9672
1000.0,0.001,0.9639
1000.0,0.001,0.9666
1000.0,0.001,0.9666
1000.0,0.001,0.9697
1000.0,0.001,0.9651
1000.0,0.001,0.9632
1000.0,0.001,0.9658
1000.0,0.001,0.9629
1000.0,0.001,0.9653
1000.0,0.001,0.9658
1000.0,0.001,0.9649
1000.0,0.001,0.9683
1000.0,0.001,0.9669
1000.0,0.001,0.9685
1000.0,0.001,0.9685
1000.0,0.001,0.9676
1000.0,0.001,0.9679
1000.0,0.001,0.9686
1000.0,0.001,0.9658
1000.0,0.001,0.9669
1000.0,0.001,0.9648
1000.0,0.001,0.9662
1000.0,0.001,0.9669
1000.0,0.001,0.9661
1000.0,0.001,0.9661
1000.0,0.001,0.9694
1000.0,0.001,0.9657
1000.0,0.001,0.9674
1000.0,0.001,0.9677
1000.0,0.001,0.9635
1000.0,0.001,0.9647
1000.0,0.001,0.9657
1000.0,0.001,0.9656
1000.0,0.001,0.9649
1000.0,0.001,0.9654
1000.0,0.001,0.9675
1000.0,0.001,0.9651
1000.0,0.001,0.9669
1000.0,0.001,0.9662
1000.0,0.001,0.9677
1000.0,0.001,0.9687
1000.0,0.001,0.9663
1000.0,0.001,0.9668
1000.0,0.001,0.967
1000.0,0.001,0.967
1000.0,0.001,0.9695
1000.0,0.001,0.9673
1000.0,0.001,0.9659
1000.0,0.001,0.9667
1000.0,0.001,0.9678
1000.0,0.001,0.9668
1000.0,0.001,0.966
1000.0,0.001,0.9688
1000.0,0.001,0.9672
1000.0,0.001,0.9675
1000.0,0.001,0.9657
1000.0,0.001,0.9658
1000.0,0.001,0.9669
1000.0,0.001,0.9688
1000.0,0.001,0.9664
1000.0,0.001,0.9678
1000.0,0.001,0.9678
1000.0,0.001,0.9684
1000.0,0.001,0.964
1000.0,0.001,0.9666
1000.0,0.001,0.9681
10000.0,0.001,0.9871
10000.0,0.001,0.9877
10000.0,0.001,0.9866
10000.0,0.001,0.9849
10000.0,0.001,0.986
10000.0,0.001,0.9873
10000.0,0.001,0.9863
10000.0,0.001,0.9869
10000.0,0.001,0.9861
10000.0,0.001,0.9866
10000.0,0.001,0.9862
10000.0,0.001,0.9868
10000.0,0.001,0.9875
10000.0,0.001,0.9861
10000.0,0.001,0.9872
10000.0,0.001,0.9864
10000.0,0.001,0.9859
10000.0,0.001,0.9853
10000.0,0.001,0.9878
10000.0,0.001,0.9857
10000.0,0.001,0.9861
10000.0,0.001,0.9867
10000.0,0.001,0.9864
10000.0,0.001,0.9854
10000.0,0.001,0.987
10000.0,0.001,0.9864
10000.0,0.001,0.9877
10000.0,0.001,0.9874
10000.0,0.001,0.9887
10000.0,0.001,0.9871
10000.0,0.001,0.9865
10000.0,0.001,0.9879
10000.0,0.001,0.9875
10000.0,0.001,0.9869
10000.0,0.001,0.9859
10000.0,0.001,0.986
10000.0,0.001,0.9873
10000.0,0.001,0.9855
10000.0,0.001,0.9869
10000.0,0.001,0.9861
10000.0,0.001,0.9863
10000.0,0.001,0.9882
10000.0,0.001,0.9864
10000.0,0.001,0.9856
10000.0,0.001,0.9859
10000.0,0.001,0.9872
10000.0,0.001,0.986
10000.0,0.001,0.9859
10000.0,0.001,0.9862
10000.0,0.001,0.9858
10000.0,0.001,0.9861
10000.0,0.001,0.9871
10000.0,0.001,0.9855
10000.0,0.001,0.9851
10000.0,0.001,0.9865
10000.0,0.001,0.9861
10000.0,0.001,0.9867
10000.0,0.001,0.9863
10000.0,0.001,0.9875
10000.0,0.001,0.9855
10000.0,0.001,0.9868
10000.0,0.001,0.9878
10000.0,0.001,0.9854
10000.0,0.001,0.9857
10000.0,0.001,0.9867
10000.0,0.001,0.9863
10000.0,0.001,0.9851
10000.0,0.001,0.987
10000.0,0.001,0.9859
10000.0,0.001,0.9863
10000.0,0.001,0.9858
10000.0,0.001,0.9869
10000.0,0.001,0.9864
10000.0,0.001,0.9857
10000.0,0.001,0.9868
10000.0,0.001,0.9852
10000.0,0.001,0.9867
10000.0,0.001,0.9872
10000.0,0.001,0.9862
10000.0,0.001,0.9869
10000.0,0.001,0.9869
10000.0,0.001,0.9861
10000.0,0.001,0.985
10000.0,0.001,0.9871
10000.0,0.001,0.9868
10000.0,0.001,0.9852
10000.0,0.001,0.9867
10000.0,0.001,0.9871
10000.0,0.001,0.9854
10000.0,0.001,0.9867
10000.0,0.001,0.9859
10000.0,0.001,0.9869
10000.0,0.001,0.9867
10000.0,0.001,0.9867
10000.0,0.001,0.9867
10000.0,0.001,0.9867
10000.0,0.001,0.9855
10000.0,0.001,0.9874
10000.0,0.001,0.9866
10000.0,0.001,0.9847
100000.0,0.001,0.9911
100000.0,0.001,0.9914
100000.0,0.001,0.9899
100000.0,0.001,0.9907
100000.0,0.001,0.9898
100000.0,0.001,0.9907
100000.0,0.001,0.9906
100000.0,0.001,0.9914
100000.0,0.001,0.99
100000.0,0.001,0.9918
100000.0,0.001,0.991
100000.0,0.001,0.9904
100000.0,0.001,0.9902
100000.0,0.001,0.9914
100000.0,0.001,0.9917
100000.0,0.001,0.9901
100000.0,0.001,0.9901
100000.0,0.001,0.9909
100000.0,0.001,0.9899
100000.0,0.001,0.9904
100000.0,0.001,0.9907
100000.0,0.001,0.9905
100000.0,0.001,0.9912
100000.0,0.001,0.9897
100000.0,0.001,0.9904
100000.0,0.001,0.9907
100000.0,0.001,0.9901
100000.0,0.001,0.9918
100000.0,0.001,0.9919
100000.0,0.001,0.9911
100000.0,0.001,0.991
100000.0,0.001,0.9913
100000.0,0.001,0.9906
100000.0,0.001,0.991
100000.0,0.001,0.991
100000.0,0.001,0.9908
100000.0,0.001,0.9909
100000.0,0.001,0.9908
100000.0,0.001,0.9911
100000.0,0.001,0.9912
100000.0,0.001,0.9908
100000.0,0.001,0.9918
100000.0,0.001,0.9903
100000.0,0.001,0.9908
100000.0,0.001,0.9913
100000.0,0.001,0.9907
100000.0,0.001,0.9915
100000.0,0.001,0.9904
100000.0,0.001,0.9909
100000.0,0.001,0.991
100000.0,0.001,0.9918
100000.0,0.001,0.9914
100000.0,0.001,0.9914
100000.0,0.001,0.9909
100000.0,0.001,0.9911
100000.0,0.001,0.9911
100000.0,0.001,0.9912
100000.0,0.001,0.9915
100000.0,0.001,0.9905
100000.0,0.001,0.9908
100000.0,0.001,0.9906
100000.0,0.001,0.9919
100000.0,0.001,0.9911
100000.0,0.001,0.991
100000.0,0.001,0.9901
100000.0,0.001,0.9897
100000.0,0.001,0.9907
100000.0,0.001,0.9908
100000.0,0.001,0.9922
100000.0,0.001,0.9916
100000.0,0.001,0.9899
100000.0,0.001,0.9913
100000.0,0.001,0.9911
100000.0,0.001,0.991
100000.0,0.001,0.9913
100000.0,0.001,0.9909
100000.0,0.001,0.9909
100000.0,0.001,0.9905
100000.0,0.001,0.9915
100000.0,0.001,0.9921
100000.0,0.001,0.9909
100000.0,0.001,0.9912
100000.0,0.001,0.9914
100000.0,0.001,0.9907
100000.0,0.001,0.9912
100000.0,0.001,0.9906
100000.0,0.001,0.991
100000.0,0.001,0.9909
100000.0,0.001,0.9907
100000.0,0.001,0.9905
100000.0,0.001,0.9914
100000.0,0.001,0.9918
100000.0,0.001,0.9918
100000.0,0.001,0.9909
100000.0,0.001,0.9907
100000.0,0.001,0.9903
100000.0,0.001,0.9919
100000.0,0.001,0.9902
100000.0,0.001,0.9904
100000.0,0.001,0.991
1000000.0,0.001,0.9924
1000000.0,0.001,0.9928
1000000.0,0.001,0.9936
1000000.0,0.001,0.9931
1000000.0,0.001,0.9918
1000000.0,0.001,0.9923
1000000.0,0.001,0.9924
1000000.0,0.001,0.9927
1000000.0,0.001,0.9923
1000000.0,0.001,0.9933
1000000.0,0.001,0.9928
1000000.0,0.001,0.9926
1000000.0,0.001,0.9928
1000000.0,0.001,0.993
1000000.0,0.001,0.9928
1000000.0,0.001,0.9926
1000000.0,0.001,0.9922
1000000.0,0.001,0.9924
1000000.0,0.001,0.9934
1000000.0,0.001,0.9927
1000000.0,0.001,0.9918
1000000.0,0.001,0.9928
1000000.0,0.001,0.9927
1000000.0,0.001,0.993
1000000.0,0.001,0.9926
1000000.0,0.001,0.993
1000000.0,0.001,0.9918
1000000.0,0.001,0.9922
1000000.0,0.001,0.9918
1000000.0,0.001,0.9928
1000000.0,0.001,0.9927
1000000.0,0.001,0.9931
1000000.0,0.001,0.9922
1000000.0,0.001,0.9922
1000000.0,0.001,0.992
1000000.0,0.001,0.9924
1000000.0,0.001,0.9922
1000000.0,0.001,0.992
1000000.0,0.001,0.9925
1000000.0,0.001,0.993
1000000.0,0.001,0.9929
1000000.0,0.001,0.993
1000000.0,0.001,0.9923
1000000.0,0.001,0.9921
1000000.0,0.001,0.9934
1000000.0,0.001,0.9927
1000000.0,0.001,0.9924
1000000.0,0.001,0.9926
1000000.0,0.001,0.9934
1000000.0,0.001,0.9928
1000000.0,0.001,0.9928
1000000.0,0.001,0.9924
1000000.0,0.001,0.9928
1000000.0,0.001,0.9928
1000000.0,0.001,0.9923
1000000.0,0.001,0.9925
1000000.0,0.001,0.9922
1000000.0,0.001,0.9932
1000000.0,0.001,0.9927
1000000.0,0.001,0.9922
1000000.0,0.001,0.9929
1000000.0,0.001,0.9921
1000000.0,0.001,0.9924
1000000.0,0.001,0.993
1000000.0,0.001,0.993
1000000.0,0.001,0.993
1000000.0,0.001,0.993
1000000.0,0.001,0.9929
1000000.0,0.001,0.9923
1000000.0,0.001,0.9925
1000000.0,0.001,0.9929
1000000.0,0.001,0.9926
1000000.0,0.001,0.9928
1000000.0,0.001,0.9932
1000000.0,0.001,0.9929
1000000.0,0.001,0.9929
1000000.0,0.001,0.9923
1000000.0,0.001,0.9924
1000000.0,0.001,0.9933
1000000.0,0.001,0.9927
1000000.0,0.001,0.9931
1000000.0,0.001,0.9925
1000000.0,0.001,0.9929
1000000.0,0.001,0.992
1000000.0,0.001,0.9923
1000000.0,0.001,0.9927
1000000.0,0.001,0.9927
1000000.0,0.001,0.9927
1000000.0,0.001,0.992
1000000.0,0.001,0.9921
1000000.0,0.001,0.9928
1000000.0,0.001,0.9926
1000000.0,0.001,0.9928
1000000.0,0.001,0.9926
1000000.0,0.001,0.9926
1000000.0,0.001,0.9928
1000000.0,0.001,0.9928
1000000.0,0.001,0.9926
1000000.0,0.001,0.9924
1000000.0,0.001,0.9929
10000000.0,0.001,0.9931
10000000.0,0.001,0.9932
10000000.0,0.001,0.9938
10000000.0,0.001,0.9935
10000000.0,0.001,0.9934
10000000.0,0.001,0.9936
10000000.0,0.001,0.9936
10000000.0,0.001,0.9935
10000000.0,0.001,0.9937
10000000.0,0.001,0.9935
10000000.0,0.001,0.9934
10000000.0,0.001,0.994
10000000.0,0.001,0.9933
10000000.0,0.001,0.9934
10000000.0,0.001,0.994
10000000.0,0.001,0.9932
10000000.0,0.001,0.9935
10000000.0,0.001,0.9932
10000000.0,0.001,0.9936
10000000.0,0.001,0.9936
10000000.0,0.001,0.9934
10000000.0,0.001,0.9933
10000000.0,0.001,0.9939
10000000.0,0.001,0.9939
10000000.0,0.001,0.9934
10000000.0,0.001,0.9934
10000000.0,0.001,0.9937
10000000.0,0.001,0.9932
10000000.0,0.001,0.9934
10000000.0,0.001,0.994
10000000.0,0.001,0.9932
10000000.0,0.001,0.9937
10000000.0,0.001,0.9936
10000000.0,0.001,0.9935
10000000.0,0.001,0.994
10000000.0,0.001,0.9936
10000000.0,0.001,0.9935
10000000.0,0.001,0.9933
10000000.0,0.001,0.9934
10000000.0,0.001,0.9939
10000000.0,0.001,0.9937
10000000.0,0.001,0.9931
10000000.0,0.001,0.9934
10000000.0,0.001,0.9932
10000000.0,0.001,0.9935
10000000.0,0.001,0.9932
10000000.0,0.001,0.9937
10000000.0,0.001,0.9934
10000000.0,0.001,0.9939
10000000.0,0.001,0.9939
10000000.0,0.001,0.9938
10000000.0,0.001,0.9939
10000000.0,0.001,0.9935
10000000.0,0.001,0.9936
10000000.0,0.001,0.9936
10000000.0,0.001,0.9934
10000000.0,0.001,0.9935
10000000.0,0.001,0.9934
10000000.0,0.001,0.9934
10000000.0,0.001,0.9931
10000000.0,0.001,0.9934
10000000.0,0.001,0.9931
10000000.0,0.001,0.9934
10000000.0,0.001,0.9935
10000000.0,0.001,0.9936
10000000.0,0.001,0.9941
10000000.0,0.001,0.9939
10000000.0,0.001,0.9937
10000000.0,0.001,0.9941
10000000.0,0.001,0.994
10000000.0,0.001,0.9941
10000000.0,0.001,0.9936
10000000.0,0.001,0.9938
10000000.0,0.001,0.9936
10000000.0,0.001,0.9935
10000000.0,0.001,0.9933
10000000.0,0.001,0.9932
10000000.0,0.001,0.9934
10000000.0,0.001,0.9935
10000000.0,0.001,0.9941
10000000.0,0.001,0.9941
10000000.0,0.001,0.9937
10000000.0,0.001,0.9928
10000000.0,0.001,0.9937
10000000.0,0.001,0.9938
10000000.0,0.001,0.9934
10000000.0,0.001,0.9936
10000000.0,0.001,0.994
10000000.0,0.001,0.9929
10000000.0,0.001,0.9934
10000000.0,0.001,0.9937
10000000.0,0.001,0.9935
10000000.0,0.001,0.9936
10000000.0,0.001,0.9938
10000000.0,0.001,0.9938
10000000.0,0.001,0.9933
10000000.0,0.001,0.9938
10000000.0,0.001,0.994
10000000.0,0.001,0.9938
10000000.0,0.001,0.9937
1000.0,0.001,0.9667
1000.0,0.001,0.9659
1000.0,0.001,0.9675
1000.0,0.001,0.9672
1000.0,0.001,0.9654
1000.0,0.001,0.9638
1000.0,0.001,0.9655
1000.0,0.001,0.9679
1000.0,0.001,0.9678
1000.0,0.001,0.9681
1000.0,0.001,0.9672
1000.0,0.001,0.9663
1000.0,0.001,0.9653
1000.0,0.001,0.9691
1000.0,0.001,0.966
1000.0,0.001,0.9657
1000.0,0.001,0.9668
1000.0,0.001,0.9664
1000.0,0.001,0.9654
1000.0,0.001,0.9673
1000.0,0.001,0.9693
1000.0,0.001,0.9694
1000.0,0.001,0.965
1000.0,0.001,0.9685
1000.0,0.001,0.9685
1000.0,0.001,0.9662
1000.0,0.001,0.9655
1000.0,0.001,0.9664
1000.0,0.001,0.9684
1000.0,0.001,0.9685
1000.0,0.001,0.967
1000.0,0.001,0.969
1000.0,0.001,0.9645
1000.0,0.001,0.9686
1000.0,0.001,0.9656
1000.0,0.001,0.9686
1000.0,0.001,0.9681
1000.0,0.001,0.9698
1000.0,0.001,0.9663
1000.0,0.001,0.9653
1000.0,0.001,0.9667
1000.0,0.001,0.9675
1000.0,0.001,0.9672
1000.0,0.001,0.9705
1000.0,0.001,0.9685
1000.0,0.001,0.9705
1000.0,0.001,0.9674
1000.0,0.001,0.9687
1000.0,0.001,0.9662
1000.0,0.001,0.9682
1000.0,0.001,0.9661
1000.0,0.001,0.9671
1000.0,0.001,0.9677
1000.0,0.001,0.9681
1000.0,0.001,0.9656
1000.0,0.001,0.9676
1000.0,0.001,0.9692
1000.0,0.001,0.9659
1000.0,0.001,0.9668
1000.0,0.001,0.968
1000.0,0.001,0.9652
1000.0,0.001,0.9672
1000.0,0.001,0.9658
1000.0,0.001,0.9704
1000.0,0.001,0.9677
1000.0,0.001,0.9693
1000.0,0.001,0.9695
1000.0,0.001,0.9689
1000.0,0.001,0.9666
1000.0,0.001,0.9664
1000.0,0.001,0.9666
1000.0,0.001,0.966
1000.0,0.001,0.9683
1000.0,0.001,0.9672
1000.0,0.001,0.9685
1000.0,0.001,0.9685
1000.0,0.001,0.9678
1000.0,0.001,0.9658
1000.0,0.001,0.9661
1000.0,0.001,0.9679
1000.0,0.001,0.9671
1000.0,0.001,0.9671
1000.0,0.001,0.9701
1000.0,0.001,0.9699
1000.0,0.001,0.9683
1000.0,0.001,0.9661
1000.0,0.001,0.9656
1000.0,0.001,0.969
1000.0,0.001,0.9665
1000.0,0.001,0.9678
1000.0,0.001,0.966
1000.0,0.001,0.9644
1000.0,0.001,0.9685
1000.0,0.001,0.9689
1000.0,0.001,0.9685
1000.0,0.001,0.9678
1000.0,0.001,0.9663
1000.0,0.001,0.9661
1000.0,0.001,0.9671
1000.0,0.001,0.9675
10000.0,0.001,0.9869
10000.0,0.001,0.9869
10000.0,0.001,0.9867
10000.0,0.001,0.984
10000.0,0.001,0.9852
10000.0,0.001,0.985
10000.0,0.001,0.9859
10000.0,0.001,0.9863
10000.0,0.001,0.9864
10000.0,0.001,0.9839
10000.0,0.001,0.9876
10000.0,0.001,0.9845
10000.0,0.001,0.9847
10000.0,0.001,0.9858
10000.0,0.001,0.986
10000.0,0.001,0.9853
10000.0,0.001,0.9858
10000.0,0.001,0.9858
10000.0,0.001,0.9852
10000.0,0.001,0.985
10000.0,0.001,0.986
10000.0,0.001,0.9866
10000.0,0.001,0.9862
10000.0,0.001,0.987
10000.0,0.001,0.9857
10000.0,0.001,0.9857
10000.0,0.001,0.9855
10000.0,0.001,0.985
10000.0,0.001,0.9845
10000.0,0.001,0.9858
10000.0,0.001,0.9871
10000.0,0.001,0.986
10000.0,0.001,0.9859
10000.0,0.001,0.9848
10000.0,0.001,0.9846
10000.0,0.001,0.987
10000.0,0.001,0.988
10000.0,0.001,0.9868
10000.0,0.001,0.9859
10000.0,0.001,0.9859
10000.0,0.001,0.9859
10000.0,0.001,0.986
10000.0,0.001,0.9861
10000.0,0.001,0.9853
10000.0,0.001,0.9864
10000.0,0.001,0.986
10000.0,0.001,0.9855
10000.0,0.001,0.9855
10000.0,0.001,0.9851
10000.0,0.001,0.9862
10000.0,0.001,0.9848
10000.0,0.001,0.9861
10000.0,0.001,0.9864
10000.0,0.001,0.9847
10000.0,0.001,0.9872
10000.0,0.001,0.9861
10000.0,0.001,0.987
10000.0,0.001,0.9838
10000.0,0.001,0.9864
10000.0,0.001,0.9852
10000.0,0.001,0.9857
10000.0,0.001,0.9853
10000.0,0.001,0.9876
10000.0,0.001,0.9872
10000.0,0.001,0.9851
10000.0,0.001,0.9867
10000.0,0.001,0.9857
10000.0,0.001,0.9852
10000.0,0.001,0.9856
10000.0,0.001,0.9859
10000.0,0.001,0.9857
10000.0,0.001,0.9856
10000.0,0.001,0.9858
10000.0,0.001,0.9861
10000.0,0.001,0.9859
10000.0,0.001,0.9852
10000.0,0.001,0.9858
10000.0,0.001,0.9854
10000.0,0.001,0.9851
10000.0,0.001,0.9867
10000.0,0.001,0.9865
10000.0,0.001,0.9851
10000.0,0.001,0.9862
10000.0,0.001,0.9861
10000.0,0.001,0.9859
10000.0,0.001,0.9861
10000.0,0.001,0.9866
10000.0,0.001,0.986
10000.0,0.001,0.9862
10000.0,0.001,0.9855
10000.0,0.001,0.9859
10000.0,0.001,0.9851
10000.0,0.001,0.9856
10000.0,0.001,0.9858
10000.0,0.001,0.9861
10000.0,0.001,0.9839
10000.0,0.001,0.9863
10000.0,0.001,0.985
10000.0,0.001,0.9866
10000.0,0.001,0.9869
100000.0,0.001,0.9895
100000.0,0.001,0.9902
100000.0,0.001,0.9897
100000.0,0.001,0.9892
100000.0,0.001,0.989
100000.0,0.001,0.9902
100000.0,0.001,0.9891
100000.0,0.001,0.9903
100000.0,0.001,0.9894
100000.0,0.001,0.9895
100000.0,0.001,0.9898
100000.0,0.001,0.9883
100000.0,0.001,0.9895
100000.0,0.001,0.9904
100000.0,0.001,0.9906
100000.0,0.001,0.9899
100000.0,0.001,0.9896
100000.0,0.001,0.9888
100000.0,0.001,0.9892
100000.0,0.001,0.9885
100000.0,0.001,0.9901
100000.0,0.001,0.9898
100000.0,0.001,0.99
100000.0,0.001,0.9903
100000.0,0.001,0.9899
100000.0,0.001,0.9895
100000.0,0.001,0.9892
100000.0,0.001,0.9896
100000.0,0.001,0.9895
100000.0,0.001,0.9896
100000.0,0.001,0.9899
100000.0,0.001,0.9892
100000.0,0.001,0.9894
100000.0,0.001,0.9905
100000.0,0.001,0.9896
100000.0,0.001,0.9902
100000.0,0.001,0.99
100000.0,0.001,0.9895
100000.0,0.001,0.9883
100000.0,0.001,0.9888
100000.0,0.001,0.989
100000.0,0.001,0.9889
100000.0,0.001,0.9895
100000.0,0.001,0.9907
100000.0,0.001,0.9897
100000.0,0.001,0.9904
100000.0,0.001,0.9893
100000.0,0.001,0.9893
100000.0,0.001,0.9903
100000.0,0.001,0.99
100000.0,0.001,0.9898
100000.0,0.001,0.9906
100000.0,0.001,0.9895
100000.0,0.001,0.9901
100000.0,0.001,0.9895
100000.0,0.001,0.9897
100000.0,0.001,0.9889
100000.0,0.001,0.9895
100000.0,0.001,0.9901
100000.0,0.001,0.9893
100000.0,0.001,0.9899
100000.0,0.001,0.9894
100000.0,0.001,0.989
100000.0,0.001,0.9903
